"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sri Lanka","LKA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.71701","","97.17991","96.26747","95.79887","94.98211","92.43697","93.91508","93.88634","94.26084","95.38639","96.37613","","","","","","","","","","",
"Lower middle income","LMC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","50.13616","49.60795","51.22741","53.79911","53.37144","55.20036","55.82257","58.23049","57.44339","58.358","60.15884","62.11025","63.88353","65.25473","66.21501","66.11699","66.62846","65.90043","67.28677","68.89502","67.79542","68.42889","68.92171","70.31151","71.54919","71.06154","71.28039","71.4842","71.32036","72.16595","73.67382","74.19937","74.48508","78.80187","80.18948","81.30851","82.30095","84.06766","84.17619","84.71574","85.1884","85.34961","85.4769","85.45898","85.54304","85.29273","85.53292","85.46826","85.53799","","","","","","",
"Low & middle income","LMY","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","58.40523","58.0678","59.45614","63.15677","64.39921","66.36527","67.0907","66.85058","64.89149","65.15228","66.46181","67.87441","68.4415","69.06994","69.75828","71.05681","72.44726","72.92869","73.821","74.91382","74.60664","75.24097","75.23216","75.67368","76.03315","75.7173","75.67056","76.02206","76.7393","77.903","78.77275","79.08673","79.57133","81.96642","83.39368","84.17897","84.78514","86.05636","86.54374","86.83727","86.92192","87.1294","87.28122","87.3024","87.42231","87.19269","87.35857","87.19902","87.26031","","","","","","",
"Lesotho","LSO","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","71.68709","","67.64357","67.35416","75.91386","","76.2132","77.10061","69.30247","70.56809","69.89138","69.22746","72.95377","71.92524","72.56995","74.38011","73.46455","74.38533","74.74069","73.46434","72.06665","73.04501","72.78837","70.06669","70.50432","68.49246","69.12575","","61.06526","57.42405","77.21418","78.93215","81.04996","83.95102","83.911","85.70542","87.808","85.82598","87.48321","88.34962","89.475","89.52064","89.94278","87.38045","88.14449","89.06836","91.07911","93.38934","","","","","","","",
"Late-demographic dividend","LTE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","85.35556","88.82688","90.00475","91.10919","91.75667","92.02427","91.88189","91.55788","90.7771","89.91556","89.39639","88.96357","91.54359","94.1566","94.50614","94.59372","94.6224","94.71622","95.20027","95.3996","94.60974","95.32053","95.87305","96.00264","95.90086","95.95344","96.04665","95.81783","96.06477","96.12652","","","","","","","","","",
"Lithuania","LTU","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5456","","","","","95.18639","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","91.80701","90.96042","92.56489","91.6181","91.29715","91.4723","90.96099","","","79.01427","85.05187","83.21852","82.16016","","82.38878","79.43545","86.13674","","","","","","","","","","","97.13656","96.74894","96.25154","96.2528","95.19081","95.92661","96.7155","96.99142","97.01571","96.4472","","93.74643","93.12443","93.1884","93.35035","93.47321","95.07074","","","","","","","","","",
"Latvia","LVA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.83931","97.3804","97.45443","96.73979","96.51725","96.29491","96.35845","96.49604","96.82776","","","","","","","",
"Macao SAR, China","MAC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.59976","","85.30534","","","","","","","87.72635","86.58564","84.29258","84.30564","84.51812","84.48357","84.73282","85.29845","86.02394","85.93676","84.96542","84.70891","85.41529","86.41172","88.04406","91.62031","94.16858","97.01576","96.92808","96.39243","","","","","","",
"St. Martin (French part)","MAF","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","30.47711","33.41204","35.63422","38.23697","40.36682","42.68273","45.23527","46.07397","48.46205","50.58358","49.72355","48.40702","46.99889","45.92193","44.54752","45.7915","45.73745","46.64296","48.87817","51.81853","54.90639","57.56251","59.51682","60.48058","66.43787","72.11288","77.04938","81.80179","83.52307","83.60875","84.64945","85.97781","87.54116","88.37824","88.64363","91.65842","92.88851","92.25834","93.01111","93.17198","","94.65637","96.96158","","","","","","","",
"Monaco","MCO","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.51682","91.24836","90.93192","92.23459","92.07622","90.62146","87.74714","87.03107","86.94637","86.81535","87.4003","87.08558","87.60779","87.6292","86.77036","86.17302","86.22262","85.95203","86.19406","","","","","","",
"Madagascar","MDG","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","63.03419","","","","","","","","","","","","","","","","","64.85995","63.84127","","","","","57.54389","56.99923","","","64.84195","66.44846","67.5996","68.30172","77.78632","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.36998","","95.4277","97.00695","","97.56088","","","","","","","","","","","","","","96.95139","96.40703","","","","","","","",
"Middle East & North Africa","MEA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","45.43222","45.36313","48.42713","50.22316","51.27015","54.91671","57.61344","59.61008","61.26005","60.16032","63.55922","63.20387","65.14146","66.31042","67.94353","68.88569","70.35863","71.75648","73.14971","73.47468","75.62916","76.90545","73.96775","74.68079","77.12459","75.6631","78.46364","78.40979","","78.79581","79.91817","82.13621","84.38244","85.07841","85.99539","85.82253","85.99398","87.76272","88.59492","89.32003","90.90097","91.32452","92.68248","92.03454","91.52865","91.49824","91.61148","91.80524","92.14038","","","","","","",
"Mexico","MEX","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","80.16526","","","","","","","","","","","","","","","","","","","","","","","","","","95.78253","96.42918","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marshall Islands","MHL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.63302","","","","73.64425","74.82014","","","","","","","","",
"Middle income","MIC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","61.56958","61.15264","62.62828","66.52705","67.76785","69.6831","70.26208","69.79004","67.49787","67.69207","68.95219","70.4088","71.17481","71.82961","72.66457","74.21377","75.81065","76.5423","77.57353","78.91102","78.74079","79.3105","79.41995","79.98485","80.27676","79.68949","79.65362","79.71624","80.5623","81.95255","82.7559","82.95781","83.03127","85.43066","86.59522","87.17036","87.43211","88.65234","88.76001","89.02329","89.19184","89.1941","89.19124","89.16761","89.22499","89.08243","89.26459","89.1338","89.23946","","","","","","",
"North Macedonia","MKD","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.07971","89.78352","89.27671","88.59585","88.3765","86.88503","86.67899","86.58433","85.81162","84.90015","84.46588","84.36045","84.71133","","83.88717","88.23059","88.93431","91.91605","","94.86301","","","","","","","",
"Mali","MLI","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","12.79987","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.90825","","","44.84803","44.79815","47.07999","50.07308","51.84314","54.17564","","58.19424","59.1629","60.17874","58.45638","","55.71957","52.04927","53.35294","57.72537","55.75683","","","","","","",
"Malta","MLT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","82.16498","80.39836","79.40518","80.63446","82.87579","87.26523","92.93306","95.28983","96.48813","93.75257","91.76213","93.3501","90.31465","92.14277","95.7693","96.0488","94.90281","95.2509","95.97148","96.42476","95.87488","95.23583","95.31147","94.3003","94.78934","97.65207","99.13231","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","57.38282","","63.22935","56.11856","","","","61.466","","","","","","","","","","","","","","","","","","","","","","88.66937","89.82453","88.2775","90.16079","88.7163","88.7964","88.03024","","89.43049","88.05623","88.4284","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","45.31479","45.26503","48.50764","50.42056","51.55677","55.49205","58.40663","60.54161","62.3224","61.16491","64.78789","64.34431","66.37685","67.55419","69.21739","70.13592","71.59565","73.04499","74.48601","74.76029","77.11923","78.51462","75.121","75.7168","78.25106","76.41084","79.32423","79.09104","","79.17522","80.26693","82.59149","84.95158","85.58951","86.47564","86.07028","86.04888","87.7803","88.46904","89.02694","90.24169","90.68619","","91.37168","90.71351","90.63062","90.77254","91.12317","91.52754","","","","","","",
"Montenegro","MNE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.17193","","98.7813","98.85845","96.79964","96.58631","","","","97.80255","","","94.49693","93.13705","96.08448","","","","","","","",
"Mongolia","MNG","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.91029","85.23354","86.27843","87.53176","88.71997","90.55959","91.91056","90.01151","82.8347","86.88546","88.05074","91.58423","88.482","","","","","96.4668","93.73568","93.84402","95.22082","","","","","","","","","",
"Northern Mariana Islands","MNP","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","23.92941","","","","","","34.82921","","33.67767","33.60308","44.84728","","48.04056","47.21884","43.84901","","40.05235","","38.90162","37.32364","35.89831","36.62206","38.63597","","","43.11135","46.9813","50.97578","55.67854","52.89554","","66.02418","71.27924","75.39822","80.40001","83.94941","85.455","86.69391","84.73091","85.02275","86.15052","87.33514","88.76509","88.72956","88.22894","92.4766","","","","","","",
"Mauritania","MRT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.46063","48.47334","52.71616","","58.15936","58.52841","59.06248","62.5021","63.03139","66.72922","74.57676","73.601","76.13907","77.32357","74.34639","73.4148","73.81261","74.38832","73.69015","76.30237","78.07788","","74.95664","79.92064","80.85963","","","","","","",
"Mauritius","MUS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","78.16315","78.51883","78.78632","79.46034","79.30351","82.55524","80.3445","77.7245","78.5737","82.27869","88.10684","91.24489","94.83329","","98.66192","","","","97.79685","93.33278","","93.37677","94.10458","95.03595","97.05766","97.95839","","","","","","","95.10045","96.5796","","","","97.32628","","","94.64999","97.22058","","","","","","","","","","","",
"Malawi","MWI","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.08693","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","83.21911","84.0625","85.03559","","","","","","","","","","","","","","","","","","","","","","97.49636","","","","95.5427","94.89175","98.51642","97.85567","96.5787","97.08177","99.439","99.71313","96.7945","96.08308","95.26292","97.34764","96.37475","97.61091","98.90222","","99.8099","","","","","","","","","","",
"North America","NAC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","93.12001","94.49713","96.17221","97.09901","97.93768","98.87215","98.8029","97.88413","96.76669","96.47526","97.04692","96.23125","96.08155","95.89","95.49974","95.48713","96.35083","95.36432","96.19089","95.57977","95.83351","96.59466","96.75123","96.8388","95.90614","94.05366","93.63206","93.23706","93.33195","94.10513","94.78767","95.2928","95.02639","94.86607","","","","","","",
"Namibia","NAM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9079","79.8983","","82.11097","","","","","","87.34418","88.34648","89.49441","90.93894","93.28179","93.59262","91.48843","92.03243","90.55628","92.10783","91.5079","92.12613","92.83527","","96.14792","","","","","","","","","","","","",
"New Caledonia","NCL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","7.59073","8.18867","","","","","","","","","","","","16.53225","","","16.47078","16.88337","17.39823","16.02055","","","","","18.56885","19.14915","20.65364","21.61453","24.43304","27.18772","30.5263","33.4259","34.26441","35.20626","36.6388","41.02578","44.77694","47.99076","52.61018","54.68609","55.31584","55.0955","56.39829","58.33642","60.19768","","","","","","","",
"Nigeria","NGA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.30118","59.17909","","","","61.49874","62.13848","63.2655","62.70804","56.74462","57.87079","58.10557","","","","","","","","","","","","","","",
"Nicaragua","NIC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","55.85945","","56.13542","","","","","","","65.29528","","63.78167","64.39848","62.46133","67.88859","66.60693","67.98531","68.44308","66.4416","68.23713","70.45706","74.32614","75.00464","75.95502","74.50483","","","","79.206","81.96585","84.84078","90.52104","","","","96.58327","96.45125","97.19175","","95.96627","","","","","","","","","","","","","","",
"Netherlands","NLD","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","93.77312","93.07326","92.58249","91.77905","91.64944","92.64697","93.13348","93.67655","94.35818","94.52062","94.00625","92.03202","90.12835","88.82093","88.2721","93.52438","95.50692","97.17586","97.83011","97.77392","97.02954","95.61267","95.42382","98.78624","99.04296","99.12867","99.40025","","","","","","98.21078","97.50917","97.53802","97.96358","98.9655","","","","","99.05858","","","96.8866","97.8187","99.08544","","","","","","","",
"Norway","NOR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","99.98991","","99.28419","99.06592","","98.5843","98.36482","","97.60669","96.51469","96.42194","97.23586","97.59952","98.65199","99.78498","","99.70465","98.85083","98.4674","98.15304","98.30724","84.34029","","","","","","99.89115","99.43913","98.66178","98.9296","99.1521","99.39836","99.31741","99.23571","99.50677","","","99.79021","","","","","","","","","","",
"Nepal","NPL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","34.35866","36.41195","","","","43.01383","","","","","","","","","","","57.01923","64.11549","","","73.99543","74.78198","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.61538","","","","","","","","","","","","",
"New Zealand","NZL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","99.45933","99.14273","","","","","","","","","98.01424","","","","","","","","98.81623","97.34669","","97.17952","98.63502","98.88263","","","","","","","","","","","","","","","","","98.05794","97.61935","97.96567","98.86377","","","","","","","","",
"OECD members","OED","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","88.12268","88.34859","88.90424","88.9236","89.00139","89.60592","90.2138","90.39593","91.26425","93.35795","93.52896","94.26993","94.04452","94.1478","94.10581","94.83238","95.63342","96.11324","96.03774","96.35011","96.22538","95.88105","95.47947","95.13489","95.26923","95.18874","94.73752","","95.87039","","96.22268","","","95.89573","96.19501","96.51949","96.73176","96.86444","96.47351","95.98933","95.93779","95.63816","95.73132","95.87358","96.1686","96.24898","95.70477","95.53972","","","","","","",
"Oman","OMN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","4.90081","9.40158","14.566","16.67843","","22.56069","25.96712","","31.59413","34.7856","39.89616","46.75114","51.55054","60.53199","61.70437","61.7355","63.09117","64.80003","66.56478","68.20155","72.6001","74.53744","75.82932","77.89322","79.31814","80.14487","81.57312","82.31775","83.77984","83.10216","81.26801","","","","","","","","96.17882","","","","","","","","","","","","","",
"Other small states","OSS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","64.2273","63.42214","64.40947","65.86528","67.88289","70.48361","72.19924","72.87719","72.27324","72.22837","73.10382","74.32241","75.4705","75.77355","76.62084","77.55389","76.98368","76.79307","76.3469","75.59069","74.16419","74.17889","73.48413","73.37246","74.53945","74.25186","74.75559","74.81691","74.89126","75.04155","77.91264","79.27656","80.02923","80.78428","","","","82.6164","","83.13772","83.90797","","","84.51111","84.78411","85.15858","85.42333","85.98525","86.00632","","","","","","",
"Pakistan","PAK","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.56638","47.51588","51.92799","54.86775","53.48415","58.72754","59.20603","60.11687","60.55766","58.12014","58.22598","57.63688","60.37147","55.94829","59.97299","59.84739","61.56655","","","","","","",
"Panama","PAN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","74.65225","82.85382","85.37972","87.3349","","88.78248","88.80246","","90.76377","89.59459","88.25426","86.96386","85.98761","84.72215","84.36712","85.05903","84.56442","85.64312","85.05094","86.71608","86.82492","","","","","","","","","92.78902","94.67437","95.81135","97.73026","","","96.96014","97.61528","","96.30659","93.44757","94.89117","94.18456","93.5648","92.73396","90.46746","87.08955","","85.90651","","","","","","","",
"Peru","PER","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","71.56228","","","","","","","","","","","86.28305","","","","","","","","","","","","89.88694","","84.76956","","","94.98761","96.3395","97.12096","","","98.52722","","","","","","96.29702","","96.86038","91.82595","93.9215","92.92047","93.05232","","","","","","","","","",
"Philippines","PHL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","92.68579","94.29359","92.58319","88.40193","","93.91955","93.31287","96.81855","98.31281","","","","","","","","","90.24974","89.29798","","90.34012","90.81896","90.82528","90.39647","89.64806","87.86851","88.2367","89.40371","91.14398","","","","","96.1798","95.64566","94.72036","93.69001","","","","","","","",
"Palau","PLW","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.33169","","","","","","","","","","","","","","","","","","","","","","","","","","","71.00542","","","","","","","","",
"Poland","POL","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.99737","96.53343","96.365","95.50207","94.64122","93.85139","93.25894","93.28241","93.32975","93.38685","94.03242","94.52642","94.67097","95.43669","96.00264","96.01392","","","95.61223","","","","","","","",
"Pre-demographic dividend","PRE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","31.39043","33.39762","35.17961","36.70275","39.89277","43.71674","48.15607","50.17009","51.79583","52.33762","52.80572","52.45001","51.12145","49.36654","47.89073","47.34493","46.0266","46.02595","47.30611","46.89934","47.87854","48.18995","48.7739","46.48168","49.78087","50.65651","51.74051","53.53211","55.27406","58.06895","","","","","","","69.58555","","","","","","","","","73.2737","","","","","","",
"Puerto Rico","PRI","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.4733","84.77971","85.71094","84.37307","84.23228","81.99353","76.84272","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.05251","","","","","","","","","","","","","","","",
"Portugal","PRT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","88.11646","87.95267","","92.25904","93.15603","95.65292","","95.2927","95.90621","","","","","","","","","","99.0123","","","98.11182","","","","","","","","","","","","","","","","","","","","98.26434","97.2694","96.48177","97.19088","","","","","","","",
"Paraguay","PRY","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","78.64393","","70.46281","","","78.20262","79.11909","80.16302","81.88567","83.19155","85.32919","87.31095","","87.53933","87.24532","87.2404","86.14522","86.99188","88.54602","90.62521","92.16674","94.21239","85.96722","95.2745","91.38842","","94.52527","","","96.04743","97.41576","97.10807","95.06094","94.2893","93.82272","94.54344","92.83664","90.97908","89.30019","88.30433","87.98466","87.82389","87.26503","","","","","","","","","","","","",
"West Bank and Gaza","PSE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.31615","87.94008","85.8418","85.36185","84.36716","82.06094","79.30366","80.29072","79.77919","83.73901","85.14359","85.98262","87.31467","91.23597","93.02524","93.72411","93.74253","94.27911","95.16621","95.04651","","","","","","",
"Pacific island small states","PSS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.09746","87.84385","89.8343","90.40056","90.68467","87.20665","","","","","","","","","","","","90.66323","89.86389","90.52828","89.75043","","87.538","86.47525","86.08828","","","84.14559","","","","","","",
"Post-demographic dividend","PST","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","88.70877","89.09852","88.98993","89.33191","90.03938","90.58422","90.95081","91.19743","93.45673","93.3251","93.83304","93.32893","92.83787","92.84032","93.6429","94.69295","95.37129","95.80302","95.64982","95.87288","95.36865","95.26907","95.18406","95.55578","95.51288","95.62598","96.00994","95.78852","95.83669","96.17377","95.77285","95.96411","","95.89875","96.18054","96.34957","","96.25117","95.54446","95.6082","95.48131","95.554","95.70475","96.19104","96.40149","96.23576","","","","","","","",
"French Polynesia","PYF","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","94.87775","94.69187","93.09724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","74.57173","83.77437","85.77034","84.30361","","90.77534","88.71769","92.60219","93.31216","","92.98722","","91.21989","92.49984","92.06867","95.3049","88.84785","88.23307","86.8906","84.46598","80.62631","77.5297","77.53987","82.24454","","","","","","97.84263","","","","","","92.0173","","","","","","","90.6385","90.51796","92.03463","92.70992","93.32709","95.16615","","","","","","",
"Romania","ROU","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.46534","83.3965","88.30312","89.71776","89.75655","89.14421","86.71633","86.73186","90.82164","90.32119","93.75522","","94.78301","93.63917","93.5923","89.59519","90.52641","90.70308","90.43957","89.10412","","","86.0346","83.92268","82.0348","","","","","","","",
"Russian Federation","RUS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.89288","93.49224","","","","","","","","","","","90.19878","90.41306","92.47829","94.10548","","","","","94.52978","95.83139","96.84015","","","","","","","","",
"Rwanda","RWA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","49.89811","47.82932","46.22906","","50.41219","53.02797","","","","","","","","","","","","","","","","","","","","","85.63319","","","82.45272","86.69476","","","","","","","","","","","","","99.47912","97.39013","95.13837","","","","","","",
"South Asia","SAS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","43.11841","42.00246","43.62683","47.94461","47.08739","48.56381","48.74681","51.56904","48.59345","48.70773","50.10498","51.8604","51.75391","53.59592","55.57914","55.54113","57.58521","55.60573","58.64308","61.88953","61.96852","62.18648","62.96162","64.94941","66.56263","66.7875","67.00292","66.99763","65.99324","66.86044","68.88753","69.21381","70.51603","78.03525","80.53169","82.34337","83.82396","85.65859","86.17493","86.91173","87.00896","86.37355","86.67464","86.87741","87.21258","86.75207","86.98376","86.9749","86.84744","","","","","","",
"Saudi Arabia","SAU","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","31.4346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.54853","96.91765","97.06214","","","","","95.59869","95.2649","94.43822","","","","","","",
"Sudan","SDN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.27348","56.47091","57.63927","58.71826","59.10283","62.01307","58.91671","","","","","","","",
"Senegal","SEN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","24.8883","27.04413","28.08905","29.08685","30.51298","32.19517","33.05545","33.89343","37.53358","","38.7848","","38.32991","","38.2571","","","","44.10598","48.69991","51.95599","50.77453","54.80801","","","62.62815","62.54877","64.00341","66.75634","69.80754","71.3625","72.1801","73.6628","74.60177","77.19371","76.11761","76.84509","77.2763","77.25883","79.59276","","","","","","","",
"Singapore","SGP","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0102","79.02184","79.34238","","","","","","","","","72.66393","","67.82703","","","","","","",
"Sierra Leone","SLE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","37.19845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2679","","","95.49615","","","","","","","","","",
"El Salvador","SLV","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","63.78913","","","","","","","","","","","","","75.06557","","","","","","","","","","","","","","","87.92355","","88.89193","89.59586","91.19483","93.2033","","","","","","","94.39786","93.92888","93.04104","90.61104","88.43302","86.06177","84.90831","80.63027","81.41932","","","","","","",
